gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG000000994,,31.94,-0.2046,0.384,-2.499,0.4579191671996209,0.6514968422188119
ENSG000000178,,285.99,0.4361,0.0544,5.7043,0.6027298005076018,0.6519529897969418
ENSG000004593,,347.92,0.1637,0.4625,0.3515,0.22885827582349705,0.6521570507033436
ENSG000004260,,14.13,-0.2663,0.2224,-0.9321,0.24032276849186684,0.6527948292855795
ENSG000001114,,20.53,0.1487,0.1038,0.7601,0.4454054285778348,0.6534729204734683
ENSG000001052,,2506.76,0.1187,0.0835,0.2573,0.45272542662994,0.6537680275074041
ENSG000002599,,1916.68,0.36,0.4164,3.7218,0.3163220570094807,0.6539165115305202
ENSG000000597,,2938.53,-0.081,0.4571,-0.2085,0.5236943322446882,0.6541522341553849
ENSG000000109,,47.08,0.0773,0.4165,0.1633,0.6268536212535334,0.6543617980918335
ENSG000000950,,5.49,0.073,0.1171,0.384,0.46663436995018714,0.654723426444788
ENSG000002276,,538.65,-0.3257,0.3975,-1.3831,0.33811092073613214,0.6550493810775811
ENSG000002934,,86.46,0.2866,0.3335,0.8465,0.29708865318724076,0.655149569393714
ENSG000000737,,9474.06,0.0768,0.4246,0.2706,0.49854487833129324,0.6556137610351569
ENSG000000495,,1376.36,0.4569,0.3066,3.7447,0.5465942634972446,0.6557681079328735
ENSG000004387,,92.97,-0.2059,0.0776,-0.4434,0.23716768129859644,0.6565294835973731
ENSG000001910,,303.6,0.0429,0.0925,0.148,0.36564216270421135,0.6568024932179746
ENSG000003652,,121.6,0.1652,0.3117,0.8938,0.2653240700646672,0.6570585592979625
ENSG000004823,,1776.21,-0.2537,0.4856,-1.6523,0.2236752120549389,0.6574218602807437
ENSG000003081,,10434.61,0.3602,0.1199,0.9805,0.2914806725790985,0.6581969364174077
ENSG000000958,,177.08,0.137,0.1575,2.7073,0.467892528132025,0.6585329636319232
ENSG000000515,,77.48,-0.173,0.1232,-1.0421,0.5442539093508629,0.6589755297865143
ENSG000000613,,24.14,0.084,0.0993,0.2056,0.5248772180055824,0.6592717807382752
ENSG000002738,,792.74,0.1027,0.05,0.2204,0.3107616953724214,0.6602668763119612
ENSG000003037,,30413.36,-0.1028,0.3546,-0.4734,0.2947916840075093,0.6605025881977089
ENSG000000477,,16.88,0.173,0.4522,0.3743,0.5545806715356244,0.6608511719095352
ENSG000004585,,70.15,-0.0565,0.4966,-0.116,0.23259359897575904,0.6616464795510868
ENSG000003051,,412.07,-0.4115,0.4367,-1.5152,0.2946182996849034,0.661754556572835
ENSG000004390,,3665.57,0.1756,0.4583,0.449,0.23903594314980614,0.6619963108654798
ENSG000002317,,163.64,0.2517,0.0785,0.6621,0.33874449424367215,0.6622838318271868
ENSG000004885,,499.19,0.1897,0.1047,0.9772,0.2241321796600787,0.6627293702134408
ENSG000000644,,201.07,-0.4509,0.2361,-1.1303,0.5218330484948498,0.6629736250124524
ENSG000002336,,911.13,0.1726,0.3536,0.3732,0.33747469503667304,0.6631373538130791
ENSG000002123,,2206.02,-0.0058,0.496,-0.0138,0.35400494318124265,0.6641845620675197
ENSG000001269,,20.84,-0.2207,0.1168,-0.4574,0.43407639419691957,0.6650590266136754
ENSG000001881,,385.78,0.2895,0.0616,0.6463,0.3728099892032055,0.6652098260161009
ENSG000002032,,34.74,-0.2921,0.2408,-4.7518,0.36148842996524766,0.6655076882156672
ENSG000004181,,18.81,0.0835,0.378,0.1936,0.24789697275087563,0.666153618402986
ENSG000000878,,595.14,0.0671,0.1636,0.1383,0.4857841143552324,0.6665935076805634
ENSG000003053,,726.95,-0.0866,0.0974,-0.2983,0.29665717611806086,0.666618073117911
ENSG000001227,,49.93,0.0131,0.0601,0.1075,0.44151869651086506,0.6670441279776321
ENSG000000224,,2322.4,-0.4838,0.434,-1.4678,0.6068314289137332,0.6673287286052478
ENSG000000692,,109.39,0.3478,0.1217,0.7512,0.5161245842024867,0.6673868168954409
ENSG000003184,,35.8,-0.0992,0.3249,-0.6412,0.2907048559043821,0.6687213533646131
ENSG000003423,,30.35,0.1278,0.3542,0.2874,0.2799296216564434,0.6693832448252303
ENSG000000772,,139.38,-0.1687,0.3744,-0.6928,0.5060053347669375,0.6700845932576921
ENSG000003814,,47.22,0.0293,0.2689,0.0762,0.26369825545106695,0.6702659490822349
ENSG000003568,,1753.54,0.3223,0.399,3.9366,0.27402469403848584,0.6703740897169522
ENSG000003376,,64.64,-0.3072,0.0539,-1.6778,0.2824043288458643,0.6705625351621901
ENSG000001648,,81.2,0.2957,0.387,1.676,0.39825640915701155,0.6706050936721845
ENSG000002544,,4194.11,-0.0925,0.224,-0.1932,0.3283577851330193,0.671276796207368
ENSG000004100,,620.45,0.0217,0.0788,0.084,0.2530844032214269,0.6715023416700017
ENSG000000069,,296.58,0.1085,0.3589,0.5291,0.6519737139229607,0.671823016469748
ENSG000001560,,49.73,-0.0813,0.4704,-0.1716,0.4074356527661438,0.6719990051608892
ENSG000003657,,169.76,0.0022,0.0934,0.0052,0.2712215203841182,0.6720187028484329
ENSG000000142,,270.32,0.3921,0.1304,1.2541,0.6324008951351965,0.672270211544868
ENSG000002370,,11.53,0.3707,0.3528,1.3625,0.33967843772922546,0.6723295113828698
ENSG000000403,,570.73,0.0016,0.185,0.0044,0.5784732510018857,0.6727114198123143
ENSG000003088,,404.51,0.3657,0.4907,2.2728,0.29767197934630374,0.6728804587170195
ENSG000001996,AR,68.82,0.321,0.2371,0.7513,0.3681335899811382,0.6729487052711313
ENSG000000624,,15956.89,0.4036,0.4865,1.5178,0.5333268427529364,0.6732984211965135
ENSG000002111,,1567.83,-0.1632,0.1499,-0.5436,0.35996152488315547,0.6739538752012304
ENSG000000390,,143.34,-0.1731,0.2593,-0.6106,0.5823705631583486,0.6744231709073228
ENSG000003496,,308.15,0.5805,0.4637,2.3078,0.27887084899122305,0.6747208758717016
ENSG000001820,,1631.32,-0.2962,0.387,-1.2609,0.3841601830924817,0.6749477480247772
ENSG000000639,,112.41,-0.387,0.3696,-2.0171,0.532351126517139,0.6751097501093151
ENSG000002787,,185.39,-0.231,0.1095,-0.8186,0.3141674127919636,0.6754315905244443
ENSG000002637,,5014.49,0.0572,0.4859,0.1227,0.32461724231147737,0.6758863541205087
ENSG000001159,,55.85,0.2945,0.176,0.6079,0.45700230937694064,0.6776161873441714
ENSG000002003,,30.82,-0.2377,0.4457,-0.9594,0.37092342510906495,0.6784171085566051
ENSG000003944,,152.14,-0.7171,0.1375,-3.8479,0.26217155174161544,0.6784498487761833
ENSG000001723,,10.55,0.2216,0.1744,0.7339,0.3952924979506717,0.6786772526435989
ENSG000002215,,267.52,-0.141,0.0512,-0.5229,0.35467082661031046,0.6790669203995982
ENSG000001229,,199.52,0.2892,0.2828,1.3603,0.4493658716251506,0.6794372619254438
ENSG000000003,,853.64,0.1943,0.4288,0.7333,0.6790690989769685,0.6797617345400584
ENSG000004658,,20.81,-0.2823,0.4817,-1.2956,0.23648398592275421,0.6800037751827305
ENSG000001305,,1687.39,0.161,0.1643,0.5639,0.43865868440710365,0.6801139034830525
ENSG000002127,,1144.58,-0.3542,0.1769,-0.7427,0.36261695158546203,0.6806329234169559
ENSG000002684,,19.73,0.2196,0.1699,2.7092,0.32393556607803375,0.6808880842438045
ENSG000003869,,50.51,0.042,0.3024,0.0944,0.2659825393799419,0.6808958973500541
ENSG000003226,,339.86,-0.2964,0.4636,-1.8643,0.2944307779494544,0.6812814569441656
ENSG000001080,,411.52,0.2551,0.2776,0.6322,0.46854694979147227,0.6814740760915008
ENSG000004510,,430.3,-0.0209,0.1188,-0.1572,0.2420399927760466,0.6819049207863795
ENSG000002846,,0.47,-0.3292,0.113,-0.8708,0.31441002637379534,0.6828383587261443
ENSG000000093,,1594.4,-0.2106,0.1506,-0.5063,0.6573930394946632,0.6830698653617329
ENSG000000117,,167.76,-0.0104,0.3441,-0.0646,0.6534319241743621,0.6836809228664363
ENSG000003876,,237.13,0.3576,0.4795,5.5378,0.26724697507105233,0.6850508516652414
ENSG000004536,PTEN,278.76,-0.1913,0.1574,-1.2162,0.2426943984557346,0.6858704354604156
ENSG000001795,,92.47,0.064,0.2932,0.2172,0.39324646479203773,0.6870209435920002
ENSG000002928,,7.76,0.0644,0.3313,0.1844,0.3120919159070821,0.6873071744135446
ENSG000000548,,1249.91,-0.0609,0.2497,-0.1523,0.561797852662138,0.6878636778448127
ENSG000003160,,116.07,0.094,0.3557,0.5301,0.30057710805402216,0.6885054879624738
ENSG000001462,,15.33,-0.3673,0.4875,-1.448,0.4274938719943202,0.6886391930109254
ENSG000002716,,159.07,-0.63,0.3055,-2.4422,0.32566673227809406,0.6889412896686258
ENSG000002411,,65.21,0.2456,0.2099,1.4099,0.3450206666104666,0.6889424718716557
ENSG000004016,,4028.07,-0.1737,0.274,-0.751,0.26357448820138385,0.6898844225267086
ENSG000003333,,93.33,0.477,0.2137,2.4437,0.2923474242151515,0.6901458460846259
ENSG000003880,,103.55,-0.0589,0.0827,-0.2031,0.26918644017168725,0.690299061110217
ENSG000001104,,40.15,-0.0419,0.0596,-0.1006,0.4718429748376137,0.6907628624298406
ENSG000000707,,78.77,-0.3841,0.4637,-2.4937,0.5322348476766979,0.6909363883756632
ENSG000000681,,64.03,0.2165,0.4188,3.0698,0.5359359931290713,0.6915071644351469
ENSG000000747,,112.52,0.056,0.2634,0.2429,0.5247075411822658,0.6918189112080826
ENSG000001167,,893.77,0.4153,0.0585,0.9337,0.46587172890767536,0.6921592781747942
ENSG000000448,,53.9,-0.282,0.0911,-1.0005,0.5861203488054969,0.6922314571251585
ENSG000001121,,23.44,0.3317,0.0579,4.2109,0.4717671511498236,0.6933940800170932
ENSG000002563,,38.1,-0.2776,0.282,-1.2976,0.33811577165956275,0.6941696217870803
ENSG000001701,,264.95,0.1052,0.0702,1.1517,0.40724641726207056,0.694435514399453
ENSG000001148,,2383.15,-0.432,0.4945,-1.8323,0.4698899080414396,0.6953187071253938
ENSG000000212,,18.31,0.3407,0.175,2.0308,0.6363481252670565,0.6961063549455655
ENSG000003707,,86.68,-0.1574,0.1261,-1.2312,0.27872700672712414,0.6962645526774955
ENSG000000840,,347.17,-0.0642,0.364,-0.2025,0.5142071744772863,0.6975665230662285
ENSG000002486,,247.21,0.2579,0.4233,2.2134,0.34498284569587834,0.6976175497003186
ENSG000000823,,98.91,0.6897,0.2252,1.9803,0.5166544007286027,0.6976555115948657
ENSG000002622,,130.27,0.2367,0.4439,1.3076,0.3361096462206038,0.697706285381252
ENSG000002404,,63.57,-0.0815,0.3783,-0.272,0.34992853377140765,0.6978262528721351
ENSG000000256,CDK6,1363.15,-0.1453,0.4006,-0.4743,0.6273244695231713,0.6982258615986306
ENSG000002288,,91.12,-0.0755,0.3064,-0.1629,0.3596367431790025,0.6990183593399875
ENSG000002425,,304.61,-0.4593,0.2753,-2.2978,0.3493270359759112,0.6991198228579517
ENSG000002998,,20.74,-0.3725,0.2302,-6.2983,0.31494030568124953,0.7000687163438185
ENSG000001787,,199.76,-0.0928,0.2173,-0.7975,0.4017452054249785,0.7003263393361626
ENSG000004933,,711.63,0.4603,0.2139,0.9554,0.23551445155666284,0.7006808483306909
ENSG000000893,,41.26,0.32,0.1765,0.9325,0.5076838246350844,0.7009298375972333
ENSG000001194,,61.46,0.0959,0.3076,0.2173,0.46830094759995833,0.701100567058383
ENSG000000923,,34.04,0.0399,0.4414,0.1106,0.5040380076287573,0.7011194797266218
ENSG000000217,,21.81,-0.2318,0.4637,-0.9184,0.6393908859030016,0.7011971452575431
ENSG000003985,,21.18,0.0729,0.4731,0.4589,0.2692603164709776,0.7014242196854008
ENSG000000189,,1747.14,-0.254,0.0889,-0.7385,0.6460102909466989,0.7016542921433536
ENSG000000730,,68.46,-0.2335,0.0622,-0.7609,0.5356316528472319,0.7017784541437481
ENSG000002035,,68.32,0.3181,0.1002,1.8521,0.3811750009651801,0.7025526065546798
ENSG000001350,,2157.62,-0.0674,0.3309,-0.3302,0.449139688459391,0.7044401973907687
ENSG000000119,,3.07,0.3428,0.4502,3.1222,0.6726487394323711,0.7044709079256573
ENSG000002778,,119.72,-0.0724,0.4679,-1.1398,0.3283573523272054,0.7050527067495599
ENSG000002682,,556.84,-0.0906,0.2763,-0.1938,0.33585431586083214,0.705551485772362
ENSG000000732,,265.61,-0.2935,0.2036,-0.7531,0.538475976662706,0.7062109847081428
ENSG000002076,,553.26,-0.0948,0.1398,-0.2504,0.3799561251474085,0.7068433622545399
ENSG000001807,,209.2,0.0801,0.4071,0.3748,0.40367365762402785,0.7072254854670786
ENSG000000718,,6.19,0.0451,0.4376,0.2132,0.5424101286783086,0.7077832577738756
ENSG000000781,,37.79,0.0533,0.212,0.3383,0.5336024015254278,0.7083100369301184
ENSG000001038,,100.45,-0.4393,0.1564,-1.8046,0.4929924291045318,0.7090660495345622
ENSG000001302,,17.35,0.2976,0.2261,0.9357,0.45781365008462493,0.7095737179942802
ENSG000003250,,15.68,-0.5574,0.4285,-4.1343,0.3052643016074359,0.7097540992104535
ENSG000003856,,197.45,-0.0454,0.1951,-0.2578,0.27761949961938837,0.709860195148464
ENSG000000819,,83.1,0.0247,0.2876,0.1095,0.5268029188559366,0.7099680770252559
ENSG000003757,,94.53,0.031,0.3311,0.0723,0.28195832714264546,0.7100914161367831
ENSG000000660,,2.06,-0.0433,0.0659,-0.3123,0.5557035407203013,0.7101149157678344
ENSG000000716,,110.13,0.331,0.2426,1.1281,0.546279104790284,0.7113648241654222
ENSG000004828,,68.64,0.2394,0.3907,0.6102,0.2418696361137903,0.7113970576152638
ENSG000004391,,13.59,0.1545,0.3857,0.5056,0.2569688538992708,0.7118369004511287
ENSG000000615,,419.79,0.7337,0.0615,3.4099,0.5666674537501646,0.7123783560214482
ENSG000001095,,7.66,0.2198,0.3646,1.1824,0.48750227862027984,0.7125176548089653
ENSG000000535,,145.15,-0.1956,0.1758,-1.9538,0.5850998985449861,0.7132796114634304
ENSG000004713,,355.21,0.1229,0.1947,0.5184,0.24637139862798185,0.7134239521381832
ENSG000000022,,450.22,-0.0677,0.1627,-0.18,0.7072707259444552,0.7134531841657517
ENSG000003062,,382.72,-0.0999,0.1799,-0.2496,0.3170824173929506,0.7134694132280404
ENSG000002103,,95.1,-0.2609,0.1927,-0.7557,0.38187175223450043,0.7136380308078313
ENSG000003489,,5649.22,-0.2774,0.2745,-0.8074,0.2955524986352176,0.7144877221414412
ENSG000004088,,9.52,0.0239,0.4695,0.0503,0.26983760481787766,0.7145861706211349
ENSG000001515,,956.17,-0.0248,0.2535,-0.0611,0.4381223470808632,0.7146119588575588
ENSG000000195,,2332.59,0.052,0.19,0.3766,0.6568932346546846,0.7152109038264907
ENSG000000998,,24.99,0.1923,0.4928,0.6074,0.5025316842570751,0.7154709823558599
ENSG000000769,,863.46,-0.1881,0.4422,-0.5265,0.5409198132872987,0.7159924717628531
ENSG000003092,,73.31,0.2279,0.1026,0.494,0.3170887872741256,0.7169485196686144
ENSG000000974,,13.72,-0.1958,0.0633,-1.0495,0.5065538158814177,0.7169505870576918
ENSG000000898,,306.44,0.044,0.3075,0.3788,0.5190917303397282,0.7174216037532382
ENSG000001300,,87.88,0.0965,0.4107,0.2644,0.4637317359313208,0.7180492733316355
ENSG000002190,,325.23,0.1766,0.1138,0.7509,0.3769938292104549,0.7187252880951883
ENSG000002413,,424.66,-0.3368,0.3412,-0.9068,0.35997351817666945,0.7188859238005854
ENSG000000187,,8718.17,0.142,0.4387,0.2931,0.6624968731842784,0.71913320952037
ENSG000002915,,982.91,0.2057,0.37,0.6579,0.32772695668207097,0.7194800464457055
ENSG000000272,,14.09,-0.4308,0.356,-1.2704,0.642717154745558,0.7197303211791084
ENSG000000773,,16.7,0.1897,0.3308,2.5868,0.5437014196449175,0.7201954316767848
ENSG000002574,,540.9,-0.0151,0.1678,-0.0358,0.35075321474935495,0.7221762126009215
ENSG000001962,,8.22,0.0857,0.1072,0.7079,0.39768113514503434,0.7222431875448809
ENSG000003940,,20.56,-0.2318,0.2624,-0.5831,0.2793563232407599,0.7224225614516313
ENSG000001027,,23.01,0.0114,0.1748,0.0411,0.503204670074964,0.7224253692768144
ENSG000000213,,422.4,0.2862,0.3217,1.705,0.6600026045745995,0.7225027454849756
ENSG000002427,,681.99,0.1716,0.2338,0.5205,0.3612227352342863,0.7230086101678814
ENSG000001067,XRCC1,729.69,-0.3884,0.4259,-1.3447,0.49967024372905344,0.7233650054297869
ENSG000001501,,3612.58,0.2335,0.3651,0.4708,0.4453196182237519,0.7239854165956645
ENSG000000820,,7086.35,0.3196,0.1544,0.7439,0.5372081793948886,0.7243367849490195
ENSG000000801,,411.94,0.2815,0.0767,0.7887,0.5414344766098449,0.7245170824634551
ENSG000003758,,67.78,0.6126,0.4346,1.2266,0.28788892937984245,0.7250594500553388
ENSG000003244,,510.49,0.3176,0.3743,0.6615,0.31257472707785827,0.7256930526410584
ENSG000002883,,47.22,-0.1821,0.4215,-0.5318,0.332075242181336,0.7257701630563502
ENSG000001773,,804.76,-0.1868,0.1562,-0.5092,0.41860518567191507,0.7259812464159233
ENSG000002677,,197.72,0.1049,0.1946,0.2354,0.34618530771363887,0.7261053270412895
ENSG000002194,,1340.48,-0.409,0.4498,-2.9952,0.3805661329472163,0.7261913814799466
ENSG000000734,,35.52,-0.5108,0.4147,-1.5652,0.5530378439896012,0.7261947394640377
ENSG000002744,,57.76,0.1674,0.1256,0.5567,0.3416160624673348,0.7265414786836789
ENSG000004348,,47.07,-0.4747,0.3058,-1.123,0.2641103901790758,0.7266300239678078
ENSG000000991,,540.32,0.0625,0.0616,0.6924,0.5115083647656388,0.7272163429264554
ENSG000003852,,12.2,0.1481,0.1156,0.488,0.2847919890667142,0.7272869224963905
ENSG000001687,,26.69,-0.1394,0.0586,-0.5569,0.4280928766249438,0.7275349316530073
ENSG000000389,,68.23,0.2851,0.4428,1.1795,0.6283363652986538,0.7275567432525855
ENSG000001116,,17.99,0.1095,0.3925,0.2677,0.4956613440350883,0.727727922393594
ENSG000000479,,32.01,0.9237,0.0787,2.7431,0.6105061740418192,0.7277368053845953
ENSG000001330,,121.02,0.18,0.2053,0.9407,0.4660035143530129,0.7278611907029164
ENSG000000986,,47.85,-0.3475,0.4053,-1.9931,0.5129788419143418,0.7280502362181714
ENSG000003839,,257.79,-0.2904,0.1201,-1.4692,0.2856586695828828,0.728349776519924
ENSG000000348,,2.34,-0.4222,0.1508,-2.0197,0.6365444885767242,0.7285712944364834
ENSG000002079,,142.37,-0.0418,0.427,-0.2217,0.3914360202228556,0.7286859189643334
ENSG000003875,,33.4,-0.2218,0.4318,-0.6991,0.28442032390379157,0.7289047664135666
ENSG000001697,,1016.05,-0.3001,0.3011,-5.6789,0.42835028381315066,0.729321119196256
ENSG000001162,,650.16,0.6873,0.4875,1.5719,0.4912676284900007,0.7295124154357098
ENSG000000474,,9.99,0.4101,0.2866,2.6488,0.6126685297394794,0.7295698932726228
ENSG000002058,,40.11,0.2623,0.1249,0.6404,0.3934805505886262,0.7296262042543485
ENSG000002375,,9.62,0.3352,0.2707,1.7368,0.3685766938381376,0.7298487071354115
ENSG000003781,,326.34,-0.0451,0.1884,-0.3266,0.2890497329457792,0.7303093279985768
ENSG000002106,,2182.47,0.4928,0.3242,1.091,0.3905621024270317,0.7303287725078469
ENSG000001075,,88.79,0.2989,0.0797,0.8523,0.5039657798253935,0.7310182674814493
ENSG000000481,,248.87,-0.0384,0.2173,-0.0953,0.6130520258694786,0.7310573364551444
ENSG000000191,,878.03,-0.134,0.3005,-0.3182,0.6737506462588587,0.7321496454000308
ENSG000003309,,648.86,0.5284,0.2605,1.0655,0.31252227132430643,0.7331548551258832
ENSG000003140,,102.99,-0.0803,0.3829,-1.4243,0.32158394036246507,0.7338507675884746
ENSG000001708,,40.57,0.57,0.1713,2.8402,0.4292107795416997,0.7340930952890248
ENSG000000854,,5.91,0.3567,0.1018,0.8356,0.5381434300814544,0.7341004088375274
ENSG000002705,,78.84,0.0748,0.4167,0.1853,0.3484953482460029,0.734640056262247
ENSG000001309,,255.06,0.3258,0.0859,1.2226,0.47363075548460953,0.7352490528245567
ENSG000003096,,25.69,0.3838,0.311,1.2371,0.3248748670992887,0.7353151384457036
ENSG000003552,,649.09,-0.4704,0.4015,-1.2117,0.3015440132888654,0.735602047158305
ENSG000002984,,34.75,0.0866,0.4439,0.288,0.33149227325488284,0.7357151659500475
ENSG000004785,,122.22,0.8266,0.304,3.1605,0.2513129587254437,0.7357391508135981
ENSG000004165,,27.12,-0.1298,0.0794,-2.3848,0.2753756814749446,0.7382299348733053
ENSG000001686,,106.09,0.3563,0.1737,1.1147,0.43529133149533195,0.7395451524769197
ENSG000004906,,67.95,0.2785,0.4661,1.3092,0.24965009275830274,0.7401969697238843
ENSG000002736,,1154.0,-0.1593,0.3308,-0.5791,0.3485466516033776,0.7402811210563016
ENSG000002164,,786.86,0.342,0.0547,4.5636,0.39064065480433907,0.7403003559143998
ENSG000004544,,351.13,-0.1793,0.3853,-0.3598,0.2619098918753894,0.741042516186328
ENSG000000484,CCNE1,127.78,0.061,0.3099,1.1598,0.6208741875568012,0.7410904015252263
ENSG000004416,,8.58,0.1827,0.3055,0.7367,0.26646694120920267,0.7412669464543041
ENSG000000814,,56.93,0.059,0.3641,0.2325,0.550944193840603,0.7412745220530097
ENSG000000165,,536.24,0.289,0.4805,0.751,0.6888664844255561,0.7416436071082765
ENSG000002001,,18.58,-0.2026,0.4714,-1.1971,0.40632747304672534,0.7430495127681521
ENSG000001982,,77.75,-0.4139,0.3399,-7.4065,0.408193081817418,0.7435191821477858
ENSG000002160,,73.34,0.1673,0.0727,2.7401,0.39293730502780666,0.7440985016374829
ENSG000000239,,73.88,-0.1985,0.2399,-1.4656,0.6729504002463687,0.7445325939014847
ENSG000004417,,152.16,0.0786,0.0856,0.2002,0.2676481623668492,0.7446524003984635
ENSG000001083,,1.38,-0.0965,0.3999,-0.2282,0.5115195574628737,0.7448491416461464
ENSG000002230,,3637.82,0.3023,0.4571,4.4391,0.3881810010456791,0.7453634155675286
ENSG000004879,,43.4,-0.2044,0.309,-0.8456,0.25223921907695224,0.7455645762390407
ENSG000001511,,22.75,-0.3425,0.2153,-5.5911,0.4575454073734121,0.7456871221291129
ENSG000000161,,0.47,-0.2924,0.4794,-0.6297,0.6946076116267283,0.7457804895076173
ENSG000001230,,25.58,0.6632,0.3603,2.7006,0.4931955197879292,0.7458409328697488
ENSG000001405,,63.85,0.2988,0.3251,0.6212,0.4696483564026922,0.7467342618055174
ENSG000003818,,1857.57,-0.0371,0.2216,-0.4774,0.2939165968905657,0.747359476845469
ENSG000003194,,11.97,-0.1853,0.203,-0.8397,0.3245763356293674,0.7475602655522712
ENSG000004976,,389.34,-0.4122,0.1082,-6.0047,0.2497690128593153,0.7475856845792854
ENSG000004871,,38.41,0.9231,0.1548,2.0983,0.253348364472859,0.7480212120847648
ENSG000000460,,2445.83,-0.3594,0.2669,-1.8841,0.6307549980407676,0.7483422001727275
ENSG000004243,,634.3,-0.177,0.2329,-0.369,0.27637934531589947,0.7489802953829675
ENSG000000608,,228.77,-0.3734,0.1887,-2.5518,0.5981938785178935,0.7495261136243575
ENSG000000482,,77.25,-0.2867,0.2664,-2.0303,0.6282794590652135,0.7496470046371744
ENSG000001806,,297.79,-0.4752,0.3662,-1.3896,0.42814944199235205,0.7498615958421713
ENSG000002337,,201.71,0.1502,0.477,1.0171,0.3815276946603112,0.7498621969222953
ENSG000001772,,248.5,0.5085,0.0604,7.9522,0.43248337587265984,0.7500378318341294
ENSG000001455,,168.23,0.1697,0.2774,0.5009,0.4665928734356195,0.7503235854633779
ENSG000002430,,77.75,-0.1002,0.0927,-0.5128,0.374653091653261,0.7503460464535765
ENSG000004991,,26.03,-0.6298,0.2798,-6.5202,0.2505015968847033,0.7504516081701991
ENSG000000205,,2.72,-0.4133,0.0592,-1.1096,0.686821215992296,0.750564211965651
ENSG000000193,,997.43,0.0642,0.1864,0.1309,0.6905526403996448,0.7507102446464314
ENSG000000372,,1106.76,0.1494,0.2645,0.416,0.653565152681102,0.7528922224373835
ENSG000000614,,297.39,-0.3376,0.1858,-0.8733,0.5996401440689663,0.753623141983778
ENSG000003335,,452.92,0.4199,0.1996,1.7446,0.3192110358872725,0.7538596929549257
ENSG000000167,,2013.74,0.2466,0.4882,2.0325,0.6993788657332212,0.7540089978142512
ENSG000001368,,12.23,-0.28,0.3865,-0.6054,0.4788328158316816,0.7547796173540375
ENSG000000655,,54.46,0.772,0.3497,2.48,0.5909866849681349,0.7548099647534819
ENSG000003929,,64.1,-0.3538,0.2823,-1.4388,0.2923725843302546,0.7549907806410662
ENSG000004718,,4.92,0.3553,0.4712,0.8759,0.2606587984474543,0.755153936319774
ENSG000000379,,7.92,0.6569,0.3327,2.7457,0.6537896508367229,0.7554042217396663
ENSG000004765,,1049.23,-0.2983,0.4926,-2.0565,0.25936582116749485,0.7564712107473855
ENSG000003717,,156.99,0.9729,0.1754,2.0248,0.3023985198289777,0.7565849241379282
ENSG000002177,,78.39,-0.4823,0.2821,-2.1113,0.39796037644511484,0.7567769018308343
ENSG000004874,,5271.44,0.0699,0.2384,0.8847,0.2563417283472579,0.7571624428815621
ENSG000000963,,588.97,0.059,0.329,0.1301,0.5373838424393681,0.7572634396901798
ENSG000002714,,16.38,-0.4198,0.3589,-2.3558,0.3585326833698439,0.7582957359366664
ENSG000000018,,28.54,0.0943,0.1498,1.6747,0.7533881149198358,0.7586143068621023
ENSG000002572,,398.97,-0.4346,0.4449,-0.8703,0.36901469934594544,0.7592411101563908
ENSG000000770,,62.47,0.5437,0.2824,1.6812,0.5736665975490097,0.759514986654734
ENSG000001221,,268.69,-0.3563,0.1469,-2.7153,0.5039290077242442,0.7596856905972947
ENSG000000990,,11.93,0.0081,0.1463,0.0172,0.5351067800006034,0.7600669700364122
ENSG000001342,,234.04,0.0009,0.3491,0.0025,0.4860034482382267,0.7603728722801212
ENSG000001636,,292.12,-0.1211,0.3786,-0.4155,0.4531734118938824,0.7609416688343029
ENSG000002656,,353.95,0.2564,0.0993,0.8136,0.3644268113352511,0.7614515110445621
ENSG000002547,,206.29,-0.4133,0.2197,-0.9298,0.37242369617500704,0.7618343444935024
ENSG000002313,,31.63,0.069,0.121,0.1847,0.3901132134339331,0.7623201817763142
ENSG000001513,,8202.63,-0.215,0.419,-2.124,0.4678142961809717,0.7627238172045846
ENSG000002369,,12.63,-0.335,0.3286,-0.8221,0.3858553767217361,0.7637033525631614
ENSG000000872,,2265.34,-0.2395,0.214,-0.7512,0.5577047619066712,0.7640551864029664
ENSG000000603,,18.57,0.2609,0.0757,0.6381,0.6115315946147739,0.7645016236180794
ENSG000000350,,4.61,-0.064,0.2325,-0.1605,0.6676072297270031,0.7645582900265728
ENSG000000004,,77.85,0.4569,0.156,3.4743,0.7633812597835626,0.7648956012802796
ENSG000002406,,15.0,0.4021,0.4447,1.4486,0.3835018811159071,0.7648978122343919
ENSG000003165,,133.74,-0.3463,0.4075,-0.746,0.3340007188265939,0.7656546867415996
ENSG000003351,,22.52,-0.1558,0.2265,-0.6189,0.3241544029621731,0.7673258767676853
ENSG000003099,,319.38,-0.0389,0.4356,-0.1121,0.3388818862486742,0.7675903596255369
ENSG000001189,,11.19,0.165,0.4855,0.5924,0.5135220769124835,0.7677609897071374
ENSG000001585,,327.6,0.1286,0.2444,1.1812,0.4638217187676631,0.7685851636780368
ENSG000000201,,22.8,0.1073,0.233,0.3449,0.7048241653907162,0.7688365161146334
ENSG000004277,,2542.22,-0.1795,0.3829,-0.8894,0.2826556527573446,0.769957656957612
ENSG000001581,,8197.11,0.0602,0.1316,0.2403,0.4651736966566383,0.7700066996502224
