gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSMUSG000000969,,23,26,10,20,16,21,13,21
ENSMUSG000000970,,2,1,1,1,0,1,1,2
ENSMUSG000000971,,20,19,16,39,10,20,15,28
ENSMUSG000000972,,2,6,6,1,6,6,3,0
ENSMUSG000000973,,45,95,104,52,55,75,119,47
ENSMUSG000000974,,8,3,4,10,4,3,4,8
ENSMUSG000000975,,3,2,1,11,7,10,7,10
ENSMUSG000000976,,0,2,1,0,0,0,1,0
ENSMUSG000000977,,8,7,18,11,10,13,5,12
ENSMUSG000000978,,0,0,0,0,0,1,0,0
ENSMUSG000000979,,2,2,0,3,0,2,2,2
ENSMUSG000000980,,92,85,46,109,101,88,122,35
ENSMUSG000000981,,88,126,134,84,108,63,75,127
ENSMUSG000000982,,58,39,54,58,35,67,49,47
ENSMUSG000000983,,3,1,4,1,2,3,1,4
ENSMUSG000000984,,15,19,18,17,7,15,14,29
ENSMUSG000000985,,9,26,28,12,21,18,10,31
ENSMUSG000000986,,2,3,3,5,4,3,1,6
ENSMUSG000000987,,165,706,540,384,156,498,360,563
ENSMUSG000000988,,92,85,28,108,123,192,205,102
ENSMUSG000000989,,22,10,5,15,10,18,16,21
ENSMUSG000000990,,31,14,27,19,21,19,9,17
ENSMUSG000000991,,35,28,31,13,34,60,44,34
ENSMUSG000000992,,1,0,0,0,0,0,0,0
ENSMUSG000000993,,19,9,7,12,8,8,23,12
ENSMUSG000000994,,5,7,5,3,1,3,9,3
ENSMUSG000000995,,3,3,1,2,2,1,7,2
ENSMUSG000000996,,8,10,11,9,13,14,11,17
ENSMUSG000000997,,534,1022,712,502,463,1259,642,593
ENSMUSG000000998,,122,90,86,76,64,88,95,65
ENSMUSG000000999,,2,7,6,5,6,6,6,7
ENSMUSG000001000,,66,63,49,63,66,59,34,40
ENSMUSG000001001,,232,398,218,412,240,300,208,482
ENSMUSG000001002,,149,166,107,109,89,108,117,79
ENSMUSG000001003,,29,28,18,39,26,18,5,30
ENSMUSG000001004,,5,4,8,5,5,3,5,4
ENSMUSG000001005,,72,69,38,59,104,90,141,63
ENSMUSG000001006,,29,62,52,18,14,31,26,60
ENSMUSG000001007,,103,112,96,79,108,138,194,66
ENSMUSG000001008,,53,40,47,108,49,70,67,118
ENSMUSG000001009,,243,96,87,219,89,193,177,218
ENSMUSG000001010,,9,6,11,6,6,7,7,3
ENSMUSG000001011,,330,187,172,209,235,254,272,273
ENSMUSG000001012,,35,18,27,29,18,20,22,22
ENSMUSG000001013,,1571,1284,1217,1347,967,1216,1184,1399
ENSMUSG000001014,,9,2,3,2,7,13,3,6
ENSMUSG000001015,,592,881,633,555,669,494,623,382
ENSMUSG000001016,,18,28,31,13,65,27,19,24
ENSMUSG000001017,,2,5,8,6,6,4,3,7
ENSMUSG000001018,,1,4,5,12,20,3,4,13
ENSMUSG000001019,,16,12,13,8,19,8,8,9
ENSMUSG000001020,,53,71,35,70,50,38,37,67
ENSMUSG000001021,,66,73,47,75,46,55,48,61
ENSMUSG000001022,,10,8,7,11,8,9,14,11
ENSMUSG000001023,,12,21,24,19,12,15,24,20
ENSMUSG000001024,,1841,1389,933,1662,1251,1416,1255,1363
ENSMUSG000001025,,831,913,1116,460,427,492,463,738
ENSMUSG000001026,,77,29,36,74,57,49,66,39
ENSMUSG000001027,,20,37,18,44,15,7,11,17
ENSMUSG000001028,,27,19,27,57,28,37,29,15
ENSMUSG000001029,,41,66,103,90,147,78,61,69
ENSMUSG000001030,,2,4,2,1,3,5,3,0
ENSMUSG000001031,,8,16,9,10,20,4,27,23
ENSMUSG000001032,,1,1,0,2,1,2,3,3
ENSMUSG000001033,,55,60,42,32,48,44,50,36
ENSMUSG000001034,,56,33,102,91,36,58,98,84
ENSMUSG000001035,,4,10,7,12,3,17,1,11
ENSMUSG000001036,,400,488,316,515,421,298,403,223
ENSMUSG000001037,,0,2,3,0,0,2,1,0
ENSMUSG000001038,,0,1,0,0,1,1,2,1
ENSMUSG000001039,,26,28,42,59,31,18,46,46
ENSMUSG000001040,,207,121,118,78,192,250,152,97
ENSMUSG000001041,,571,540,572,777,650,727,637,667
ENSMUSG000001042,,10,2,8,9,8,8,8,6
ENSMUSG000001043,,130,154,116,220,132,188,135,137
ENSMUSG000001044,,22,15,17,18,12,17,17,14
ENSMUSG000001045,,14,22,18,13,13,3,16,7
ENSMUSG000001046,,104,93,113,122,49,131,127,127
ENSMUSG000001047,,42,76,65,56,61,99,39,82
ENSMUSG000001048,,2,0,0,2,0,1,4,1
ENSMUSG000001049,,422,206,277,255,276,330,300,370
ENSMUSG000001050,,444,225,302,284,224,479,476,258
ENSMUSG000001051,,4,8,13,1,10,6,5,5
ENSMUSG000001052,,38,24,56,47,46,38,52,41
ENSMUSG000001053,,68,86,46,61,57,92,29,37
ENSMUSG000001054,,36,22,64,24,41,49,48,29
ENSMUSG000001055,,2,5,4,10,5,3,5,6
ENSMUSG000001056,,2,1,6,5,5,6,2,7
ENSMUSG000001057,,13,22,20,9,17,19,23,38
ENSMUSG000001058,,143,253,263,204,241,196,256,249
ENSMUSG000001059,,30,60,51,62,29,39,94,72
ENSMUSG000001060,,7,10,13,8,5,6,9,15
ENSMUSG000001061,,104,99,70,143,57,89,91,94
ENSMUSG000001062,,0,0,0,0,0,0,0,0
ENSMUSG000001063,,148,163,150,198,199,139,183,306
ENSMUSG000001064,,0,0,1,0,1,0,0,0
ENSMUSG000001065,,15,18,6,6,7,10,7,6
ENSMUSG000001066,,3,2,3,5,1,0,1,5
ENSMUSG000001067,,0,4,0,4,2,2,1,2
ENSMUSG000001068,,187,279,156,179,282,123,260,161
ENSMUSG000001069,,18,7,4,16,5,6,16,5
ENSMUSG000001070,,25,30,43,49,28,28,35,33
ENSMUSG000001071,,24,8,17,23,16,16,20,19
ENSMUSG000001072,,38,54,71,23,20,72,56,36
ENSMUSG000001073,,37,12,20,26,14,17,13,13
ENSMUSG000001074,,0,2,0,1,3,0,3,0
ENSMUSG000001075,,116,155,99,188,254,182,63,78
ENSMUSG000001076,,10,4,9,7,4,6,8,14
ENSMUSG000001077,,0,0,0,2,0,1,1,1
ENSMUSG000001078,,9,2,15,12,13,4,9,7
ENSMUSG000001079,,381,220,472,383,162,430,227,435
ENSMUSG000001080,,92,115,95,40,43,75,72,100
ENSMUSG000001081,,11,13,10,18,12,15,9,13
ENSMUSG000001082,,5,7,10,3,6,8,7,12
ENSMUSG000001083,,5,26,14,23,9,7,10,9
ENSMUSG000001084,,817,1182,1562,1830,948,1414,969,1522
ENSMUSG000001085,,44,35,22,54,32,44,49,42
ENSMUSG000001086,,25,26,33,34,69,64,27,32
ENSMUSG000001087,,100,205,287,199,105,110,122,173
ENSMUSG000001088,,31,42,29,25,27,37,37,21
ENSMUSG000001089,,19,15,18,7,15,12,7,9
ENSMUSG000001090,,12,12,10,10,13,9,10,15
ENSMUSG000001091,,17,23,32,12,7,20,20,8
ENSMUSG000001092,,6,24,24,7,9,20,15,15
ENSMUSG000001093,,65,54,146,81,77,86,52,75
ENSMUSG000001094,,26,39,13,29,26,29,31,27
ENSMUSG000001095,,39,145,51,76,100,73,62,142
ENSMUSG000001096,,13,14,15,11,8,25,22,21
ENSMUSG000001097,,14,30,23,26,7,41,37,12
ENSMUSG000001098,,0,0,1,0,0,0,1,0
ENSMUSG000001099,,117,138,156,160,180,112,128,125
ENSMUSG000001100,,35,44,44,59,43,29,42,59
ENSMUSG000001101,,115,241,107,127,111,147,126,182
ENSMUSG000001102,,0,0,0,0,0,0,0,1
ENSMUSG000001103,,2009,1080,1416,1383,733,729,999,685
ENSMUSG000001104,,14,16,17,20,10,12,14,16
ENSMUSG000001105,,165,131,166,148,159,96,155,166
ENSMUSG000001106,,4,2,3,0,3,0,3,3
ENSMUSG000001107,,78,76,26,120,57,76,59,47
ENSMUSG000001108,,3,6,4,3,3,6,1,4
ENSMUSG000001109,,5,4,6,9,5,3,6,4
ENSMUSG000001110,,1010,1171,949,1181,1380,1315,389,919
ENSMUSG000001111,,9,20,10,19,18,8,14,16
ENSMUSG000001112,,33,53,40,15,49,36,44,60
ENSMUSG000001113,,136,113,67,44,59,109,132,116
ENSMUSG000001114,,46,35,33,36,34,53,31,56
ENSMUSG000001115,,41,51,21,14,26,31,15,47
ENSMUSG000001116,,54,34,47,106,31,38,58,39
ENSMUSG000001117,,3296,2311,3269,4880,2497,1581,2375,2455
ENSMUSG000001118,,8,17,29,27,13,18,14,27
ENSMUSG000001119,,23,21,31,31,23,16,35,40
ENSMUSG000001120,,106,208,133,259,127,130,143,142
ENSMUSG000001121,,180,213,205,163,149,179,222,211
ENSMUSG000001122,,194,258,215,164,239,198,305,180
ENSMUSG000001123,,82,59,83,51,86,59,64,87
ENSMUSG000001124,,3,2,3,5,2,1,1,0
ENSMUSG000001125,,732,711,418,575,542,473,268,366
ENSMUSG000001126,,3,7,2,3,4,1,2,1
ENSMUSG000001127,,27,57,15,37,24,53,49,22
ENSMUSG000001128,,3,8,9,5,3,3,5,2
ENSMUSG000001129,,17,12,18,20,14,19,13,27
ENSMUSG000001130,,44,32,38,19,41,44,33,50
ENSMUSG000001131,,37,28,37,31,36,32,24,57
ENSMUSG000001132,,47,67,39,62,47,66,42,30
ENSMUSG000001133,,704,693,442,353,455,303,813,547
ENSMUSG000001134,,73,50,46,47,42,67,45,16
ENSMUSG000001135,,5,9,8,11,12,14,13,9
ENSMUSG000001136,,128,191,145,175,106,99,161,116
ENSMUSG000001137,,128,216,228,224,198,165,203,214
ENSMUSG000001138,,0,0,4,0,2,5,1,0
ENSMUSG000001139,,53,75,42,98,58,65,63,68
ENSMUSG000001140,,66,49,68,78,83,37,106,95
ENSMUSG000001141,,14,10,11,7,17,9,3,9
ENSMUSG000001142,,375,308,285,162,377,217,443,329
ENSMUSG000001143,,11,16,7,21,17,12,22,13
ENSMUSG000001144,,22,33,29,37,43,20,25,30
ENSMUSG000001145,,13,10,9,18,18,17,11,16
ENSMUSG000001146,,29,26,26,28,22,32,19,7
ENSMUSG000001147,,5,1,3,0,3,2,6,2
ENSMUSG000001148,,1,0,1,3,2,0,0,0
ENSMUSG000001149,,661,528,346,400,108,621,604,674
ENSMUSG000001150,,2,3,6,4,3,5,1,2
ENSMUSG000001151,,4,2,1,1,3,0,1,5
ENSMUSG000001152,,0,1,0,1,1,1,0,1
ENSMUSG000001153,,2,9,5,4,0,6,7,4
ENSMUSG000001154,,2,0,1,0,2,1,1,2
ENSMUSG000001155,,849,719,629,637,444,798,738,304
ENSMUSG000001156,,126,221,128,217,125,173,131,167
ENSMUSG000001157,,8,9,7,6,3,1,6,7
ENSMUSG000001158,,2554,1383,1363,1232,1819,1799,2584,2208
ENSMUSG000001159,,175,138,117,247,170,222,202,142
ENSMUSG000001160,,7,23,12,9,13,10,13,11
ENSMUSG000001161,,0,0,0,0,0,0,0,0
ENSMUSG000001162,,1725,1820,2016,1816,3563,1304,1707,2746
ENSMUSG000001163,,0,5,0,4,0,1,4,3
ENSMUSG000001164,,0,1,1,2,2,1,0,1
ENSMUSG000001165,,97,53,162,121,183,209,125,186
ENSMUSG000001166,,2773,2697,2896,2934,2110,3368,2508,1698
ENSMUSG000001167,,201,371,126,240,321,400,349,173
ENSMUSG000001168,,80,63,57,33,100,49,88,65
ENSMUSG000001169,,70,74,76,35,79,58,63,55
ENSMUSG000001170,,130,192,75,94,151,111,103,149
ENSMUSG000001171,,66,85,112,73,65,120,106,124
ENSMUSG000001172,,44,14,63,32,42,52,22,44
ENSMUSG000001173,,16,30,7,31,24,17,10,43
ENSMUSG000001174,,10,15,20,15,26,10,12,19
ENSMUSG000001175,,4,6,5,4,2,0,3,6
ENSMUSG000001176,,11,29,9,12,8,8,15,11
ENSMUSG000001177,,0,1,0,2,0,1,1,2
ENSMUSG000001178,,14,15,8,19,14,10,11,32
ENSMUSG000001179,,3,4,1,5,4,6,5,4
ENSMUSG000001180,,0,4,2,1,1,0,3,2
ENSMUSG000001181,,39,44,42,29,28,27,24,23
ENSMUSG000001182,,312,215,238,280,565,372,169,242
ENSMUSG000001183,,79,96,126,122,75,179,107,164
ENSMUSG000001184,,2,0,2,1,0,0,1,0
ENSMUSG000001185,,4,0,1,2,5,4,6,2
ENSMUSG000001186,,121,62,204,129,82,100,117,171
ENSMUSG000001187,,0,1,3,1,3,2,2,5
ENSMUSG000001188,,7,20,19,10,15,13,13,21
ENSMUSG000001189,,17,59,51,81,52,87,70,77
ENSMUSG000001190,,3,2,1,1,2,5,2,4
ENSMUSG000001191,,31,54,36,17,9,8,24,17
ENSMUSG000001192,,0,2,0,0,0,2,3,1
ENSMUSG000001193,,6,3,4,8,6,2,12,5
ENSMUSG000001194,,35,38,50,31,69,40,60,65
ENSMUSG000001195,,2,1,1,1,0,0,1,0
ENSMUSG000001196,,32,23,55,42,27,46,67,26
ENSMUSG000001197,,23,12,20,21,7,22,13,13
ENSMUSG000001198,,60,83,34,62,58,52,38,58
ENSMUSG000001199,,30,22,41,21,37,28,24,35
ENSMUSG000001200,,283,304,296,473,342,220,271,206
ENSMUSG000001201,,25,54,15,18,45,14,20,35
ENSMUSG000001202,,10,11,6,11,11,10,12,11
ENSMUSG000001203,,20,34,27,17,15,25,22,25
ENSMUSG000001204,,73,70,46,39,29,107,64,37
ENSMUSG000001205,,17,24,11,8,11,40,20,35
ENSMUSG000001206,,12,15,19,30,27,18,12,29
ENSMUSG000001207,,4,9,2,6,1,2,8,4
ENSMUSG000001208,,5,5,6,0,8,6,5,10
ENSMUSG000001209,,2,1,0,1,1,1,0,1
ENSMUSG000001210,,721,795,1141,718,671,826,375,448
ENSMUSG000001211,,0,2,2,4,1,1,2,3
ENSMUSG000001212,,3,4,8,9,2,4,0,5
ENSMUSG000001213,,4,3,1,5,6,0,7,4
ENSMUSG000001214,,78,146,149,153,224,67,114,137
ENSMUSG000001215,,6,10,5,12,14,11,12,13
ENSMUSG000001216,,247,287,215,143,197,236,192,188
ENSMUSG000001217,,6,6,6,11,7,5,12,9
ENSMUSG000001218,,20,47,20,26,42,57,19,29
ENSMUSG000001219,,4,3,6,10,4,5,6,10
ENSMUSG000001220,,1599,1250,1886,1831,968,959,2017,1150
ENSMUSG000001221,,1,2,2,0,5,1,1,2
ENSMUSG000001222,,42,52,25,27,61,50,31,63
ENSMUSG000001223,,74,79,26,71,47,75,58,90
ENSMUSG000001224,,62,45,42,62,24,50,25,33
ENSMUSG000001225,,5,21,5,28,14,17,14,13
ENSMUSG000001226,,7,19,8,12,8,10,18,16
ENSMUSG000001227,,17,28,30,28,19,13,11,32
ENSMUSG000001228,,11,7,9,14,20,11,14,21
ENSMUSG000001229,,91,125,230,112,69,105,183,85
ENSMUSG000001230,,1883,1876,1294,868,1806,982,1608,1515
ENSMUSG000001231,,7,5,1,7,8,9,7,9
ENSMUSG000001232,,3,1,2,0,1,1,1,0
ENSMUSG000001233,,15,19,16,6,10,18,13,32
ENSMUSG000001234,,3598,2390,3448,6436,3218,3633,3028,2663
ENSMUSG000001235,,6,2,4,6,6,3,3,2
ENSMUSG000001236,,634,548,403,461,614,248,274,684
ENSMUSG000001237,,461,533,657,400,399,492,357,470
ENSMUSG000001238,,6,8,5,9,3,5,5,6
ENSMUSG000001239,,70,63,70,67,19,46,44,53
ENSMUSG000001240,,488,235,376,485,797,408,482,682
ENSMUSG000001241,,12,16,10,6,4,8,3,8
ENSMUSG000001242,,13,9,15,6,13,7,9,21
ENSMUSG000001243,,7,8,4,3,6,6,5,5
ENSMUSG000001244,,0,6,2,5,1,4,2,3
ENSMUSG000001245,,3,8,7,5,1,4,3,2
ENSMUSG000001246,,3,2,0,4,3,1,2,2
ENSMUSG000001247,,17,31,30,28,34,21,25,10
ENSMUSG000001248,,3,2,5,5,5,2,3,2
ENSMUSG000001249,,35,31,37,20,43,33,25,41
ENSMUSG000001250,,1,0,1,0,1,0,0,1
ENSMUSG000001251,,47,36,47,33,73,38,57,51
ENSMUSG000001252,,113,91,90,130,88,117,125,86
ENSMUSG000001253,,1,0,2,0,0,1,0,0
ENSMUSG000001254,,60,48,53,39,23,70,41,64
ENSMUSG000001255,,156,321,245,251,389,161,208,220
ENSMUSG000001256,,5,3,2,4,3,0,4,1
ENSMUSG000001257,,424,481,418,384,481,635,375,498
ENSMUSG000001258,,57,54,88,22,62,28,27,29
ENSMUSG000001259,,4,5,3,3,6,3,4,7
ENSMUSG000001260,,30,21,17,14,12,20,23,5
ENSMUSG000001261,,41,78,64,48,76,55,29,66
ENSMUSG000001262,,28,16,32,32,25,18,48,20
ENSMUSG000001263,,76,65,92,69,52,83,62,85
ENSMUSG000001264,,5,1,3,1,3,1,2,5
ENSMUSG000001265,,20,27,18,18,40,26,30,26
ENSMUSG000001266,,1,0,0,2,3,2,0,1
ENSMUSG000001267,,19,15,13,20,8,16,12,15
ENSMUSG000001268,,5,1,0,3,5,5,2,5
ENSMUSG000001269,,2,7,3,2,4,4,4,8
ENSMUSG000001270,,318,161,218,287,156,241,341,316
ENSMUSG000001271,,134,199,172,144,160,156,172,111
ENSMUSG000001272,,66,77,49,77,74,74,102,140
ENSMUSG000001273,,2,2,1,0,1,3,1,2
ENSMUSG000001274,,5,8,11,7,10,10,8,12
ENSMUSG000001275,,268,110,190,136,212,206,262,292
ENSMUSG000001276,,31,20,31,36,41,39,33,23
ENSMUSG000001277,,1758,1559,1247,1465,1502,2350,1784,1181
ENSMUSG000001278,,60,56,28,26,55,56,35,34
ENSMUSG000001279,,41,40,37,15,32,22,39,41
ENSMUSG000001280,,3,19,10,7,9,24,7,9
ENSMUSG000001281,,33,38,44,36,48,34,23,25
ENSMUSG000001282,,12,11,19,9,8,23,3,22
ENSMUSG000001283,,119,50,77,145,93,79,45,32
ENSMUSG000001284,,51,119,76,143,89,198,187,192
ENSMUSG000001285,,10,6,1,2,11,5,6,4
ENSMUSG000001286,,0,5,1,3,3,4,1,0
ENSMUSG000001287,,0,0,1,0,0,1,0,1
ENSMUSG000001288,,53,61,50,41,44,47,74,60
ENSMUSG000001289,,1,2,1,1,2,2,0,1
ENSMUSG000001290,,0,0,0,0,0,0,0,0
ENSMUSG000001291,,49,46,41,54,56,44,25,49
ENSMUSG000001292,,2319,2606,4249,4151,1830,2007,1662,1378
ENSMUSG000001293,,20,13,19,26,26,19,11,19
ENSMUSG000001294,,71,114,80,174,79,128,140,129
ENSMUSG000001295,,38,33,37,31,17,26,14,12
ENSMUSG000001296,,11,11,15,30,19,21,16,17
ENSMUSG000001297,,96,172,144,118,113,133,91,136
ENSMUSG000001298,,14,9,15,8,10,14,8,9
ENSMUSG000001299,,39,39,23,43,26,23,22,46
ENSMUSG000001300,,46,34,42,34,35,81,57,39
ENSMUSG000001301,,5,3,2,3,10,4,6,4
ENSMUSG000001302,,110,161,228,244,151,163,228,144
ENSMUSG000001303,,9,12,14,17,15,6,14,13
ENSMUSG000001304,,2,3,7,3,4,5,5,8
ENSMUSG000001305,,46,55,55,27,53,41,80,56
ENSMUSG000001306,,3,4,3,5,3,3,2,7
ENSMUSG000001307,,24,25,19,18,13,24,14,14
ENSMUSG000001308,,28,11,26,9,14,47,28,15
ENSMUSG000001309,,135,180,232,263,123,209,200,82
ENSMUSG000001310,,67,49,20,93,47,21,38,78
ENSMUSG000001311,,21,9,18,16,27,9,21,16
ENSMUSG000001312,,211,47,129,122,74,40,136,110
ENSMUSG000001313,,358,300,330,140,295,347,281,277
ENSMUSG000001314,,60,70,63,78,91,66,66,41
ENSMUSG000001315,,10,33,24,12,24,26,12,24
ENSMUSG000001316,,3,1,1,1,3,0,2,1
ENSMUSG000001317,,4,5,5,6,4,2,2,0
ENSMUSG000001318,,6,2,10,21,11,9,11,15
ENSMUSG000001319,,8,5,8,5,1,2,3,3
ENSMUSG000001320,,11,13,6,15,8,6,10,16
ENSMUSG000001321,,10,35,13,36,29,30,33,7
ENSMUSG000001322,,53,55,40,46,94,55,77,45
ENSMUSG000001323,,15,21,31,16,17,12,35,10
ENSMUSG000001324,,43,38,79,79,47,64,63,36
ENSMUSG000001325,,39,10,18,18,24,31,28,11
ENSMUSG000001326,,2,0,0,0,0,1,1,1
ENSMUSG000001327,,3,5,2,1,6,8,2,2
ENSMUSG000001328,,16,20,15,15,23,11,23,19
ENSMUSG000001329,,0,1,0,0,0,4,4,3
ENSMUSG000001330,,56,86,100,108,56,65,101,71
ENSMUSG000001331,,510,190,339,170,447,494,322,235
ENSMUSG000001332,,214,252,363,232,132,244,150,295
ENSMUSG000001333,,13,11,26,18,12,3,6,11
ENSMUSG000001334,,305,233,334,243,382,386,407,585
ENSMUSG000001335,,21,32,30,40,39,20,19,32
ENSMUSG000001336,,20,20,5,9,9,8,6,10
ENSMUSG000001337,,12,4,3,5,3,4,4,6
ENSMUSG000001338,,11,5,2,11,15,12,8,18
ENSMUSG000001339,,9,12,14,6,12,8,10,7
ENSMUSG000001340,,26,41,29,22,39,43,29,19
ENSMUSG000001341,,35,26,44,31,35,31,42,23
ENSMUSG000001342,,9,27,16,11,21,29,26,23
ENSMUSG000001343,,45,42,37,37,39,46,32,44
ENSMUSG000001344,,120,366,416,136,426,297,241,166
ENSMUSG000001345,,136,111,164,121,137,177,122,151
ENSMUSG000001346,,0,0,0,0,1,0,4,2
ENSMUSG000001347,,0,0,0,1,0,0,0,0
ENSMUSG000001348,,66,47,98,67,118,82,102,147
ENSMUSG000001349,,6,0,2,2,1,2,3,0
ENSMUSG000001350,,9,8,8,11,12,13,14,6
ENSMUSG000001351,,5,4,3,2,3,3,0,3
ENSMUSG000001352,,0,0,0,1,0,0,1,1
ENSMUSG000001353,,52,62,57,43,40,56,98,87
ENSMUSG000001354,,92,92,104,69,77,104,52,86
ENSMUSG000001355,,4,8,3,13,7,4,10,2
ENSMUSG000001356,,0,0,0,1,0,0,0,0
ENSMUSG000001357,,9,7,3,4,5,7,5,9
ENSMUSG000001358,,66,47,74,51,46,45,35,36
ENSMUSG000001359,,3,3,0,0,0,2,0,0
ENSMUSG000001360,,25,25,35,31,28,39,21,36
ENSMUSG000001361,,19,31,6,26,18,7,25,22
ENSMUSG000001362,,124,83,47,71,74,65,53,65
ENSMUSG000001363,,22,26,13,16,18,30,31,17
ENSMUSG000001364,,6,1,3,3,3,1,4,1
ENSMUSG000001365,,390,446,318,252,176,222,239,295
ENSMUSG000001366,,16,4,2,22,13,8,23,9
ENSMUSG000001367,,10,29,33,18,14,32,31,15
ENSMUSG000001368,,5,4,2,2,4,4,1,1
ENSMUSG000001369,,8,21,11,13,20,5,5,9
ENSMUSG000001370,,3,3,2,1,5,6,0,3
ENSMUSG000001371,,24,15,10,19,21,11,15,17
ENSMUSG000001372,,617,811,460,689,698,391,572,590
ENSMUSG000001373,,0,0,2,0,4,1,1,3
ENSMUSG000001374,,0,0,0,2,1,1,0,0
ENSMUSG000001375,,312,232,393,456,461,227,417,488
ENSMUSG000001376,,11,8,20,25,10,10,19,17
ENSMUSG000001377,,3,3,12,3,5,7,9,6
ENSMUSG000001378,,285,125,135,208,251,230,137,166
ENSMUSG000001379,,11,3,3,8,4,8,5,8
ENSMUSG000001380,,842,714,758,967,513,424,1121,1021
ENSMUSG000001381,,87,74,98,57,43,57,77,88
ENSMUSG000001382,,8,7,7,5,5,5,7,9
ENSMUSG000001383,,1566,1897,1539,2199,1056,1815,1710,1159
ENSMUSG000001384,,3,2,6,4,3,3,9,3
ENSMUSG000001385,,104,135,61,44,35,119,146,93
ENSMUSG000001386,,29,24,33,38,40,46,52,57
ENSMUSG000001387,,293,185,307,331,336,241,289,361
ENSMUSG000001388,,332,688,344,345,679,495,360,349
ENSMUSG000001389,,18,22,25,21,25,10,27,6
ENSMUSG000001390,,1,4,4,7,3,0,5,2
ENSMUSG000001391,,41,80,86,42,55,66,59,53
ENSMUSG000001392,,9,10,2,2,3,8,4,2
ENSMUSG000001393,,863,868,923,1690,1282,1806,841,1649
ENSMUSG000001394,,25,20,12,40,7,20,22,27
ENSMUSG000001395,,15,12,16,7,7,10,10,13
ENSMUSG000001396,,21,26,26,20,17,44,29,25
ENSMUSG000001397,,1,3,0,3,0,1,1,0
ENSMUSG000001398,,3,2,4,4,1,2,9,3
ENSMUSG000001399,,247,275,307,108,288,245,159,188
ENSMUSG000001400,,12,6,5,1,6,4,5,6
ENSMUSG000001401,,1,4,0,0,0,3,3,4
ENSMUSG000001402,,46,45,48,49,108,47,55,88
ENSMUSG000001403,,287,186,145,112,230,119,297,100
ENSMUSG000001404,,82,79,115,44,85,58,95,92
ENSMUSG000001405,,115,186,185,160,134,126,119,166
ENSMUSG000001406,,4,10,3,4,4,2,3,8
ENSMUSG000001407,,0,0,3,0,0,2,0,0
ENSMUSG000001408,,630,273,214,227,535,468,189,240
ENSMUSG000001409,,17,5,3,13,23,7,9,9
ENSMUSG000001410,,11,10,25,12,18,15,16,16
ENSMUSG000001411,,329,345,247,384,168,335,304,377
ENSMUSG000001412,,46,85,54,39,54,82,81,66
ENSMUSG000001413,,25,26,20,49,74,74,70,46
ENSMUSG000001414,,1852,1171,940,1276,1642,1652,1013,1119
ENSMUSG000001415,,4,10,7,5,6,7,3,3
ENSMUSG000001416,,69,166,122,127,69,126,135,131
ENSMUSG000001417,,24,36,18,29,29,20,20,23
ENSMUSG000001418,,17,44,51,42,47,49,41,52
ENSMUSG000001419,,447,346,461,301,443,405,307,367
ENSMUSG000001420,,32,16,96,29,46,85,71,77
ENSMUSG000001421,,56,31,33,23,37,56,26,75
ENSMUSG000001422,,200,157,91,140,183,138,287,123
ENSMUSG000001423,,5,16,8,9,10,6,27,6
ENSMUSG000001424,,2,3,4,4,2,4,4,3
ENSMUSG000001425,,4,2,2,3,6,1,3,5
ENSMUSG000001426,,0,0,2,0,0,0,0,0
ENSMUSG000001427,,1022,1096,1915,1321,1148,1269,1474,1957
ENSMUSG000001428,,2,2,2,2,2,2,6,1
ENSMUSG000001429,,3,9,29,5,13,10,21,18
ENSMUSG000001430,,24,9,19,8,24,13,10,13
ENSMUSG000001431,,59,49,29,38,28,81,33,84
ENSMUSG000001432,,133,74,115,149,76,111,96,94
ENSMUSG000001433,,122,83,148,53,177,130,135,76
ENSMUSG000001434,,1,0,14,1,5,3,15,8
ENSMUSG000001435,,14,16,11,6,19,9,18,12
ENSMUSG000001436,,45,31,38,32,25,52,35,21
ENSMUSG000001437,,7,9,6,14,6,13,18,15
ENSMUSG000001438,,376,489,437,715,700,471,533,663
ENSMUSG000001439,,78,50,48,64,48,54,32,44
ENSMUSG000001440,,70,104,51,52,84,38,63,102
ENSMUSG000001441,,83,66,51,88,75,99,42,43
ENSMUSG000001442,,127,99,238,206,161,268,195,173
ENSMUSG000001443,,25,56,58,31,59,43,11,26
ENSMUSG000001444,,1,1,2,2,2,1,0,0
ENSMUSG000001445,,36,49,44,26,27,46,68,25
ENSMUSG000001446,,3,4,6,6,7,5,6,7
ENSMUSG000001447,,5,10,6,13,7,5,13,7
ENSMUSG000001448,,57,63,107,51,59,30,102,80
ENSMUSG000001449,,297,138,278,278,284,319,159,329
ENSMUSG000001450,,20,21,17,28,53,30,24,13
ENSMUSG000001451,,82,20,21,28,35,14,45,45
ENSMUSG000001452,,559,486,799,1139,642,908,712,556
ENSMUSG000001453,,31,36,28,27,24,18,23,41
ENSMUSG000001454,,4189,2112,5303,2612,3906,2841,6117,3609
ENSMUSG000001455,,118,64,54,60,52,86,73,31
ENSMUSG000001456,,0,0,0,0,1,0,1,1
ENSMUSG000001457,,108,95,84,115,158,95,67,153
ENSMUSG000001458,,64,91,61,30,29,42,24,25
ENSMUSG000001459,,436,307,244,340,346,343,264,253
ENSMUSG000001460,,60,88,100,90,142,94,84,61
ENSMUSG000001461,,29,17,21,16,9,17,7,11
