gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSG000001084,,817,1182,1562,1830,948,1414,969,1522
ENSG000001085,,44,35,22,54,32,44,49,42
ENSG000001086,,25,26,33,34,69,64,27,32
ENSG000001087,,100,205,287,199,105,110,122,173
ENSG000001088,,31,42,29,25,27,37,37,21
ENSG000001089,,19,15,18,7,15,12,7,9
ENSG000001090,,12,12,10,10,13,9,10,15
ENSG000001091,,17,23,32,12,7,20,20,8
ENSG000001092,,6,24,24,7,9,20,15,15
ENSG000001093,,65,54,146,81,77,86,52,75
ENSG000001094,,26,39,13,29,26,29,31,27
ENSG000001095,,39,145,51,76,100,73,62,142
ENSG000001096,,13,14,15,11,8,25,22,21
ENSG000001097,,14,30,23,26,7,41,37,12
ENSG000001098,,0,0,1,0,0,0,1,0
ENSG000001099,,117,138,156,160,180,112,128,125
ENSG000001100,,35,44,44,59,43,29,42,59
ENSG000001101,,115,241,107,127,111,147,126,182
ENSG000001102,,0,0,0,0,0,0,0,1
ENSG000001103,,2009,1080,1416,1383,733,729,999,685
ENSG000001104,,14,16,17,20,10,12,14,16
ENSG000001105,,165,131,166,148,159,96,155,166
ENSG000001106,,4,2,3,0,3,0,3,3
ENSG000001107,,78,76,26,120,57,76,59,47
ENSG000001108,,3,6,4,3,3,6,1,4
ENSG000001109,,5,4,6,9,5,3,6,4
ENSG000001110,,1010,1171,949,1181,1380,1315,389,919
ENSG000001111,,9,20,10,19,18,8,14,16
ENSG000001112,,33,53,40,15,49,36,44,60
ENSG000001113,,136,113,67,44,59,109,132,116
ENSG000001114,,46,35,33,36,34,53,31,56
ENSG000001115,,41,51,21,14,26,31,15,47
ENSG000001116,,54,34,47,106,31,38,58,39
ENSG000001117,,3296,2311,3269,4880,2497,1581,2375,2455
ENSG000001118,,8,17,29,27,13,18,14,27
ENSG000001119,,23,21,31,31,23,16,35,40
ENSG000001120,,106,208,133,259,127,130,143,142
ENSG000001121,,180,213,205,163,149,179,222,211
ENSG000001122,,194,258,215,164,239,198,305,180
ENSG000001123,,82,59,83,51,86,59,64,87
ENSG000001124,,3,2,3,5,2,1,1,0
ENSG000001125,,732,711,418,575,542,473,268,366
ENSG000001126,,3,7,2,3,4,1,2,1
ENSG000001127,,27,57,15,37,24,53,49,22
ENSG000001128,,3,8,9,5,3,3,5,2
ENSG000001129,,17,12,18,20,14,19,13,27
ENSG000001130,,44,32,38,19,41,44,33,50
ENSG000001131,,37,28,37,31,36,32,24,57
ENSG000001132,,47,67,39,62,47,66,42,30
ENSG000001133,,704,693,442,353,455,303,813,547
ENSG000001134,,73,50,46,47,42,67,45,16
ENSG000001135,,5,9,8,11,12,14,13,9
ENSG000001136,,128,191,145,175,106,99,161,116
ENSG000001137,,128,216,228,224,198,165,203,214
ENSG000001138,,0,0,4,0,2,5,1,0
ENSG000001139,,53,75,42,98,58,65,63,68
ENSG000001140,,66,49,68,78,83,37,106,95
ENSG000001141,,14,10,11,7,17,9,3,9
ENSG000001142,,375,308,285,162,377,217,443,329
ENSG000001143,,11,16,7,21,17,12,22,13
ENSG000001144,,22,33,29,37,43,20,25,30
ENSG000001145,,13,10,9,18,18,17,11,16
ENSG000001146,,29,26,26,28,22,32,19,7
ENSG000001147,,5,1,3,0,3,2,6,2
ENSG000001148,,1,0,1,3,2,0,0,0
ENSG000001149,,661,528,346,400,108,621,604,674
ENSG000001150,,2,3,6,4,3,5,1,2
ENSG000001151,,4,2,1,1,3,0,1,5
ENSG000001152,,0,1,0,1,1,1,0,1
ENSG000001153,,2,9,5,4,0,6,7,4
ENSG000001154,,2,0,1,0,2,1,1,2
ENSG000001155,,849,719,629,637,444,798,738,304
ENSG000001156,,126,221,128,217,125,173,131,167
ENSG000001157,,8,9,7,6,3,1,6,7
ENSG000001158,,2554,1383,1363,1232,1819,1799,2584,2208
ENSG000001159,,175,138,117,247,170,222,202,142
ENSG000001160,,7,23,12,9,13,10,13,11
ENSG000001161,,0,0,0,0,0,0,0,0
ENSG000001162,,1725,1820,2016,1816,3563,1304,1707,2746
ENSG000001163,,0,5,0,4,0,1,4,3
ENSG000001164,,0,1,1,2,2,1,0,1
ENSG000001165,,97,53,162,121,183,209,125,186
ENSG000001166,,2773,2697,2896,2934,2110,3368,2508,1698
ENSG000001167,,201,371,126,240,321,400,349,173
ENSG000001168,,80,63,57,33,100,49,88,65
ENSG000001169,,70,74,76,35,79,58,63,55
ENSG000001170,,130,192,75,94,151,111,103,149
ENSG000001171,,66,85,112,73,65,120,106,124
ENSG000001172,,44,14,63,32,42,52,22,44
ENSG000001173,,16,30,7,31,24,17,10,43
ENSG000001174,,10,15,20,15,26,10,12,19
ENSG000001175,,4,6,5,4,2,0,3,6
ENSG000001176,,11,29,9,12,8,8,15,11
ENSG000001177,,0,1,0,2,0,1,1,2
ENSG000001178,,14,15,8,19,14,10,11,32
ENSG000001179,,3,4,1,5,4,6,5,4
ENSG000001180,,0,4,2,1,1,0,3,2
ENSG000001181,,39,44,42,29,28,27,24,23
ENSG000001182,,312,215,238,280,565,372,169,242
ENSG000001183,,79,96,126,122,75,179,107,164
ENSG000001184,,2,0,2,1,0,0,1,0
ENSG000001185,,4,0,1,2,5,4,6,2
ENSG000001186,,121,62,204,129,82,100,117,171
ENSG000001187,,0,1,3,1,3,2,2,5
ENSG000001188,,7,20,19,10,15,13,13,21
ENSG000001189,,17,59,51,81,52,87,70,77
ENSG000001190,,3,2,1,1,2,5,2,4
ENSG000001191,,31,54,36,17,9,8,24,17
ENSG000001192,,0,2,0,0,0,2,3,1
ENSG000001193,,6,3,4,8,6,2,12,5
ENSG000001194,,35,38,50,31,69,40,60,65
ENSG000001195,,2,1,1,1,0,0,1,0
ENSG000001196,,32,23,55,42,27,46,67,26
ENSG000001197,,23,12,20,21,7,22,13,13
ENSG000001198,,60,83,34,62,58,52,38,58
ENSG000001199,,30,22,41,21,37,28,24,35
ENSG000001200,,283,304,296,473,342,220,271,206
ENSG000001201,,25,54,15,18,45,14,20,35
ENSG000001202,,10,11,6,11,11,10,12,11
ENSG000001203,,20,34,27,17,15,25,22,25
ENSG000001204,,73,70,46,39,29,107,64,37
ENSG000001205,,17,24,11,8,11,40,20,35
ENSG000001206,,12,15,19,30,27,18,12,29
ENSG000001207,,4,9,2,6,1,2,8,4
ENSG000001208,,5,5,6,0,8,6,5,10
ENSG000001209,,2,1,0,1,1,1,0,1
ENSG000001210,,721,795,1141,718,671,826,375,448
ENSG000001211,,0,2,2,4,1,1,2,3
ENSG000001212,,3,4,8,9,2,4,0,5
ENSG000001213,,4,3,1,5,6,0,7,4
ENSG000001214,,78,146,149,153,224,67,114,137
ENSG000001215,,6,10,5,12,14,11,12,13
ENSG000001216,,247,287,215,143,197,236,192,188
ENSG000001217,,6,6,6,11,7,5,12,9
ENSG000001218,,20,47,20,26,42,57,19,29
ENSG000001219,,4,3,6,10,4,5,6,10
ENSG000001220,,1599,1250,1886,1831,968,959,2017,1150
ENSG000001221,,1,2,2,0,5,1,1,2
ENSG000001222,,42,52,25,27,61,50,31,63
ENSG000001223,,74,79,26,71,47,75,58,90
ENSG000001224,,62,45,42,62,24,50,25,33
ENSG000001225,,5,21,5,28,14,17,14,13
ENSG000001226,,7,19,8,12,8,10,18,16
ENSG000001227,,17,28,30,28,19,13,11,32
ENSG000001228,,11,7,9,14,20,11,14,21
ENSG000001229,,91,125,230,112,69,105,183,85
ENSG000001230,,1883,1876,1294,868,1806,982,1608,1515
ENSG000001231,,7,5,1,7,8,9,7,9
ENSG000001232,,3,1,2,0,1,1,1,0
ENSG000001233,,15,19,16,6,10,18,13,32
ENSG000001234,,3598,2390,3448,6436,3218,3633,3028,2663
ENSG000001235,,6,2,4,6,6,3,3,2
ENSG000001236,,634,548,403,461,614,248,274,684
ENSG000001237,,461,533,657,400,399,492,357,470
ENSG000001238,,6,8,5,9,3,5,5,6
ENSG000001239,,70,63,70,67,19,46,44,53
ENSG000001240,,488,235,376,485,797,408,482,682
ENSG000001241,,12,16,10,6,4,8,3,8
ENSG000001242,,13,9,15,6,13,7,9,21
ENSG000001243,,7,8,4,3,6,6,5,5
ENSG000001244,,0,6,2,5,1,4,2,3
ENSG000001245,,3,8,7,5,1,4,3,2
ENSG000001246,,3,2,0,4,3,1,2,2
ENSG000001247,,17,31,30,28,34,21,25,10
ENSG000001248,,3,2,5,5,5,2,3,2
ENSG000001249,,35,31,37,20,43,33,25,41
ENSG000001250,,1,0,1,0,1,0,0,1
ENSG000001251,,47,36,47,33,73,38,57,51
ENSG000001252,,113,91,90,130,88,117,125,86
ENSG000001253,,1,0,2,0,0,1,0,0
ENSG000001254,,60,48,53,39,23,70,41,64
ENSG000001255,,156,321,245,251,389,161,208,220
ENSG000001256,,5,3,2,4,3,0,4,1
ENSG000001257,,424,481,418,384,481,635,375,498
ENSG000001258,,57,54,88,22,62,28,27,29
ENSG000001259,,4,5,3,3,6,3,4,7
ENSG000001260,,30,21,17,14,12,20,23,5
ENSG000001261,,41,78,64,48,76,55,29,66
ENSG000001262,,28,16,32,32,25,18,48,20
ENSG000001263,,76,65,92,69,52,83,62,85
ENSG000001264,,5,1,3,1,3,1,2,5
ENSG000001265,,20,27,18,18,40,26,30,26
ENSG000001266,,1,0,0,2,3,2,0,1
ENSG000001267,,19,15,13,20,8,16,12,15
ENSG000001268,,5,1,0,3,5,5,2,5
ENSG000001269,,2,7,3,2,4,4,4,8
ENSG000001270,,318,161,218,287,156,241,341,316
ENSG000001271,,134,199,172,144,160,156,172,111
ENSG000001272,,66,77,49,77,74,74,102,140
ENSG000001273,,2,2,1,0,1,3,1,2
ENSG000001274,,5,8,11,7,10,10,8,12
ENSG000001275,,268,110,190,136,212,206,262,292
ENSG000001276,,31,20,31,36,41,39,33,23
ENSG000001277,,1758,1559,1247,1465,1502,2350,1784,1181
ENSG000001278,,60,56,28,26,55,56,35,34
ENSG000001279,,41,40,37,15,32,22,39,41
ENSG000001280,,3,19,10,7,9,24,7,9
ENSG000001281,,33,38,44,36,48,34,23,25
ENSG000001282,,12,11,19,9,8,23,3,22
ENSG000001283,,119,50,77,145,93,79,45,32
ENSG000001284,,51,119,76,143,89,198,187,192
ENSG000001285,,10,6,1,2,11,5,6,4
ENSG000001286,,0,5,1,3,3,4,1,0
ENSG000001287,,0,0,1,0,0,1,0,1
ENSG000001288,,53,61,50,41,44,47,74,60
ENSG000001289,,1,2,1,1,2,2,0,1
ENSG000001290,,0,0,0,0,0,0,0,0
ENSG000001291,,49,46,41,54,56,44,25,49
ENSG000001292,,2319,2606,4249,4151,1830,2007,1662,1378
ENSG000001293,,20,13,19,26,26,19,11,19
ENSG000001294,,71,114,80,174,79,128,140,129
ENSG000001295,,38,33,37,31,17,26,14,12
ENSG000001296,,11,11,15,30,19,21,16,17
ENSG000001297,,96,172,144,118,113,133,91,136
ENSG000001298,,14,9,15,8,10,14,8,9
ENSG000001299,,39,39,23,43,26,23,22,46
ENSG000001300,,46,34,42,34,35,81,57,39
ENSG000001301,,5,3,2,3,10,4,6,4
ENSG000001302,,110,161,228,244,151,163,228,144
ENSG000001303,,9,12,14,17,15,6,14,13
ENSG000001304,,2,3,7,3,4,5,5,8
ENSG000001305,,46,55,55,27,53,41,80,56
ENSG000001306,,3,4,3,5,3,3,2,7
ENSG000001307,,24,25,19,18,13,24,14,14
ENSG000001308,,28,11,26,9,14,47,28,15
ENSG000001309,,135,180,232,263,123,209,200,82
ENSG000001310,,67,49,20,93,47,21,38,78
ENSG000001311,,21,9,18,16,27,9,21,16
ENSG000001312,,211,47,129,122,74,40,136,110
ENSG000001313,,358,300,330,140,295,347,281,277
ENSG000001314,,60,70,63,78,91,66,66,41
ENSG000001315,,10,33,24,12,24,26,12,24
ENSG000001316,,3,1,1,1,3,0,2,1
ENSG000001317,,4,5,5,6,4,2,2,0
ENSG000001318,,6,2,10,21,11,9,11,15
ENSG000001319,,8,5,8,5,1,2,3,3
ENSG000001320,,11,13,6,15,8,6,10,16
ENSG000001321,,10,35,13,36,29,30,33,7
ENSG000001322,,53,55,40,46,94,55,77,45
ENSG000001323,,15,21,31,16,17,12,35,10
ENSG000001324,,43,38,79,79,47,64,63,36
ENSG000001325,,39,10,18,18,24,31,28,11
ENSG000001326,,2,0,0,0,0,1,1,1
ENSG000001327,,3,5,2,1,6,8,2,2
ENSG000001328,,16,20,15,15,23,11,23,19
ENSG000001329,,0,1,0,0,0,4,4,3
ENSG000001330,,56,86,100,108,56,65,101,71
ENSG000001331,,510,190,339,170,447,494,322,235
ENSG000001332,,214,252,363,232,132,244,150,295
ENSG000001333,,13,11,26,18,12,3,6,11
ENSG000001334,,305,233,334,243,382,386,407,585
ENSG000001335,,21,32,30,40,39,20,19,32
ENSG000001336,,20,20,5,9,9,8,6,10
ENSG000001337,,12,4,3,5,3,4,4,6
ENSG000001338,,11,5,2,11,15,12,8,18
ENSG000001339,,9,12,14,6,12,8,10,7
ENSG000001340,,26,41,29,22,39,43,29,19
ENSG000001341,,35,26,44,31,35,31,42,23
ENSG000001342,,9,27,16,11,21,29,26,23
ENSG000001343,,45,42,37,37,39,46,32,44
ENSG000001344,,120,366,416,136,426,297,241,166
ENSG000001345,,136,111,164,121,137,177,122,151
ENSG000001346,,0,0,0,0,1,0,4,2
ENSG000001347,,0,0,0,1,0,0,0,0
ENSG000001348,,66,47,98,67,118,82,102,147
ENSG000001349,,6,0,2,2,1,2,3,0
ENSG000001350,,9,8,8,11,12,13,14,6
ENSG000001351,,5,4,3,2,3,3,0,3
ENSG000001352,,0,0,0,1,0,0,1,1
ENSG000001353,,52,62,57,43,40,56,98,87
ENSG000001354,,92,92,104,69,77,104,52,86
ENSG000001355,,4,8,3,13,7,4,10,2
ENSG000001356,,0,0,0,1,0,0,0,0
ENSG000001357,,9,7,3,4,5,7,5,9
ENSG000001358,,66,47,74,51,46,45,35,36
ENSG000001359,,3,3,0,0,0,2,0,0
ENSG000001360,,25,25,35,31,28,39,21,36
ENSG000001361,,19,31,6,26,18,7,25,22
ENSG000001362,,124,83,47,71,74,65,53,65
ENSG000001363,,22,26,13,16,18,30,31,17
ENSG000001364,,6,1,3,3,3,1,4,1
ENSG000001365,,390,446,318,252,176,222,239,295
ENSG000001366,,16,4,2,22,13,8,23,9
ENSG000001367,,10,29,33,18,14,32,31,15
ENSG000001368,,5,4,2,2,4,4,1,1
ENSG000001369,,8,21,11,13,20,5,5,9
ENSG000001370,,3,3,2,1,5,6,0,3
ENSG000001371,,24,15,10,19,21,11,15,17
ENSG000001372,,617,811,460,689,698,391,572,590
ENSG000001373,,0,0,2,0,4,1,1,3
ENSG000001374,,0,0,0,2,1,1,0,0
ENSG000001375,,312,232,393,456,461,227,417,488
ENSG000001376,,11,8,20,25,10,10,19,17
ENSG000001377,,3,3,12,3,5,7,9,6
ENSG000001378,,285,125,135,208,251,230,137,166
ENSG000001379,,11,3,3,8,4,8,5,8
ENSG000001380,,842,714,758,967,513,424,1121,1021
ENSG000001381,,87,74,98,57,43,57,77,88
ENSG000001382,,8,7,7,5,5,5,7,9
ENSG000001383,,1566,1897,1539,2199,1056,1815,1710,1159
ENSG000001384,,3,2,6,4,3,3,9,3
ENSG000001385,,104,135,61,44,35,119,146,93
ENSG000001386,,29,24,33,38,40,46,52,57
ENSG000001387,,293,185,307,331,336,241,289,361
ENSG000001388,,332,688,344,345,679,495,360,349
ENSG000001389,,18,22,25,21,25,10,27,6
ENSG000001390,,1,4,4,7,3,0,5,2
ENSG000001391,,41,80,86,42,55,66,59,53
ENSG000001392,,9,10,2,2,3,8,4,2
ENSG000001393,,863,868,923,1690,1282,1806,841,1649
ENSG000001394,,25,20,12,40,7,20,22,27
ENSG000001395,,15,12,16,7,7,10,10,13
ENSG000001396,,21,26,26,20,17,44,29,25
ENSG000001397,,1,3,0,3,0,1,1,0
ENSG000001398,,3,2,4,4,1,2,9,3
ENSG000001399,,247,275,307,108,288,245,159,188
ENSG000001400,,12,6,5,1,6,4,5,6
ENSG000001401,,1,4,0,0,0,3,3,4
ENSG000001402,,46,45,48,49,108,47,55,88
ENSG000001403,,287,186,145,112,230,119,297,100
ENSG000001404,,82,79,115,44,85,58,95,92
ENSG000001405,,115,186,185,160,134,126,119,166
ENSG000001406,,4,10,3,4,4,2,3,8
ENSG000001407,,0,0,3,0,0,2,0,0
ENSG000001408,,630,273,214,227,535,468,189,240
ENSG000001409,,17,5,3,13,23,7,9,9
ENSG000001410,,11,10,25,12,18,15,16,16
ENSG000001411,,329,345,247,384,168,335,304,377
ENSG000001412,,46,85,54,39,54,82,81,66
ENSG000001413,,25,26,20,49,74,74,70,46
ENSG000001414,,1852,1171,940,1276,1642,1652,1013,1119
ENSG000001415,,4,10,7,5,6,7,3,3
ENSG000001416,,69,166,122,127,69,126,135,131
ENSG000001417,,24,36,18,29,29,20,20,23
ENSG000001418,,17,44,51,42,47,49,41,52
ENSG000001419,,447,346,461,301,443,405,307,367
ENSG000001420,,32,16,96,29,46,85,71,77
ENSG000001421,,56,31,33,23,37,56,26,75
ENSG000001422,,200,157,91,140,183,138,287,123
ENSG000001423,,5,16,8,9,10,6,27,6
ENSG000001424,,2,3,4,4,2,4,4,3
ENSG000001425,,4,2,2,3,6,1,3,5
ENSG000001426,,0,0,2,0,0,0,0,0
ENSG000001427,,1022,1096,1915,1321,1148,1269,1474,1957
ENSG000001428,,2,2,2,2,2,2,6,1
ENSG000001429,,3,9,29,5,13,10,21,18
ENSG000001430,,24,9,19,8,24,13,10,13
ENSG000001431,,59,49,29,38,28,81,33,84
ENSG000001432,,133,74,115,149,76,111,96,94
ENSG000001433,,122,83,148,53,177,130,135,76
ENSG000001434,,1,0,14,1,5,3,15,8
ENSG000001435,,14,16,11,6,19,9,18,12
ENSG000001436,,45,31,38,32,25,52,35,21
ENSG000001437,,7,9,6,14,6,13,18,15
ENSG000001438,,376,489,437,715,700,471,533,663
ENSG000001439,,78,50,48,64,48,54,32,44
ENSG000001440,,70,104,51,52,84,38,63,102
ENSG000001441,,83,66,51,88,75,99,42,43
ENSG000001442,,127,99,238,206,161,268,195,173
ENSG000001443,,25,56,58,31,59,43,11,26
ENSG000001444,,1,1,2,2,2,1,0,0
ENSG000001445,,36,49,44,26,27,46,68,25
ENSG000001446,,3,4,6,6,7,5,6,7
ENSG000001447,,5,10,6,13,7,5,13,7
ENSG000001448,,57,63,107,51,59,30,102,80
ENSG000001449,,297,138,278,278,284,319,159,329
ENSG000001450,,20,21,17,28,53,30,24,13
ENSG000001451,,82,20,21,28,35,14,45,45
ENSG000001452,,559,486,799,1139,642,908,712,556
ENSG000001453,,31,36,28,27,24,18,23,41
ENSG000001454,,4189,2112,5303,2612,3906,2841,6117,3609
ENSG000001455,,118,64,54,60,52,86,73,31
ENSG000001456,,0,0,0,0,1,0,1,1
ENSG000001457,,108,95,84,115,158,95,67,153
ENSG000001458,,64,91,61,30,29,42,24,25
ENSG000001459,,436,307,244,340,346,343,264,253
ENSG000001460,,60,88,100,90,142,94,84,61
ENSG000001461,,29,17,21,16,9,17,7,11
ENSG000001462,,1,0,1,3,2,1,2,1
ENSG000001463,,15,6,11,7,16,11,11,26
ENSG000001464,,4,1,7,6,1,4,1,3
ENSG000001465,,5,4,1,4,10,6,7,6
ENSG000001466,,48,55,105,40,61,49,62,78
ENSG000001467,,629,485,529,550,675,656,593,493
ENSG000001468,,55,27,18,29,38,46,29,62
ENSG000001469,,1,2,0,1,2,1,2,1
ENSG000001470,,37,43,35,20,61,30,61,40
ENSG000001471,,318,153,195,332,180,215,164,121
ENSG000001472,,3,4,2,4,3,1,7,6
ENSG000001473,,16,12,9,10,21,23,8,21
ENSG000001474,,23,23,10,13,16,19,22,5
ENSG000001475,,3,2,4,5,2,3,2,1
ENSG000001476,,61,53,137,44,68,74,82,47
ENSG000001477,,14,12,19,7,9,10,17,22
ENSG000001478,,69,77,64,67,27,46,58,30
ENSG000001479,,6,3,3,5,5,5,7,4
ENSG000001480,,12,17,5,3,12,10,10,4
ENSG000001481,,62,99,76,51,67,66,96,50
ENSG000001482,,9,13,14,5,13,6,15,12
ENSG000001483,,464,307,458,864,387,619,749,361
ENSG000001484,,8,15,5,8,13,13,12,5
ENSG000001485,,14,23,16,30,42,29,32,12
ENSG000001486,,86,210,101,176,84,91,106,130
ENSG000001487,,1,0,1,1,4,1,0,2
ENSG000001488,,0,0,0,1,0,0,2,0
ENSG000001489,,1,0,2,4,2,2,1,1
ENSG000001490,,147,418,142,196,164,302,212,280
ENSG000001491,,5,7,9,8,8,11,10,1
ENSG000001492,,3467,3552,3965,2992,1813,4287,2506,4380
ENSG000001493,,7,9,6,9,8,7,6,6
ENSG000001494,,21,32,21,56,21,8,21,21
ENSG000001495,,463,729,324,569,583,259,661,360
ENSG000001496,,827,1012,982,946,1346,1543,1064,1718
ENSG000001497,,1057,1891,1459,1156,1229,1545,929,1544
ENSG000001498,,263,171,312,203,135,283,172,241
ENSG000001499,,110,165,186,270,210,168,217,160
ENSG000001500,,43,60,59,102,59,31,52,31
ENSG000001501,,70,52,101,144,120,91,58,92
ENSG000001502,,9,8,9,6,7,5,10,9
ENSG000001503,,6,0,5,5,4,3,3,3
ENSG000001504,,27,11,19,11,24,12,12,12
ENSG000001505,,11,13,7,7,3,16,17,10
ENSG000001506,,17,5,9,10,6,9,7,7
ENSG000001507,,67,66,106,76,61,139,44,64
ENSG000001508,,170,154,139,114,247,129,67,175
ENSG000001509,,19,24,56,16,27,40,36,18
ENSG000001510,,509,247,310,297,320,498,602,384
ENSG000001511,,0,2,1,3,1,1,2,0
ENSG000001512,,11,23,19,14,10,10,10,15
ENSG000001513,,1,6,5,6,6,3,2,4
ENSG000001514,,1,0,0,1,0,1,0,0
ENSG000001515,,15,21,11,10,17,21,12,5
ENSG000001516,,14,9,16,13,26,19,15,8
ENSG000001517,,350,246,590,696,277,580,314,500
ENSG000001518,,54,100,99,116,55,63,62,80
ENSG000001519,,2,3,9,5,4,4,4,6
ENSG000001520,,641,877,260,564,667,408,637,835
ENSG000001521,,120,335,217,211,256,233,227,105
ENSG000001522,,53,64,52,46,117,51,36,38
ENSG000001523,,10,14,5,4,5,17,18,12
ENSG000001524,,2,4,5,2,2,2,4,1
ENSG000001525,,7,13,9,9,6,3,8,5
ENSG000001526,,205,186,196,152,224,94,181,180
ENSG000001527,,507,663,713,1094,724,1107,837,808
ENSG000001528,,267,482,356,248,319,289,519,744
ENSG000001529,,15,5,14,6,10,11,7,7
ENSG000001530,,0,1,2,2,2,1,2,3
ENSG000001531,,27,26,24,41,14,35,32,24
ENSG000001532,,1,1,1,0,0,1,0,0
ENSG000001533,,33,44,40,44,22,29,44,33
ENSG000001534,,17,15,12,16,8,9,15,9
ENSG000001535,,12,6,21,10,17,8,9,12
ENSG000001536,,1,2,0,0,1,0,0,5
ENSG000001537,,44,44,67,64,95,34,63,64
ENSG000001538,,9,4,6,8,6,12,11,2
ENSG000001539,,3,2,2,2,3,0,0,0
ENSG000001540,,0,0,0,0,0,0,0,0
ENSG000001541,,28,25,30,8,20,15,12,29
ENSG000001542,,448,607,945,915,769,555,520,789
ENSG000001543,,808,665,379,700,678,582,440,622
ENSG000001544,,3,5,16,6,6,5,11,14
ENSG000001545,,8,6,13,5,3,4,7,2
ENSG000001546,,62,60,68,66,67,31,46,98
ENSG000001547,,2,5,0,2,1,3,5,2
ENSG000001548,,56,37,23,39,39,28,48,33
ENSG000001549,,90,98,114,98,97,88,111,77
ENSG000001550,,344,231,383,107,169,223,250,187
ENSG000001551,,6,14,14,10,15,21,10,16
ENSG000001552,,15,16,17,9,13,12,10,12
ENSG000001553,,3,2,6,0,4,6,4,3
ENSG000001554,,3,4,5,5,5,2,2,2
ENSG000001555,,9,8,17,18,10,15,15,13
ENSG000001556,,31,39,50,46,51,64,48,18
ENSG000001557,,164,65,133,110,108,148,161,168
ENSG000001558,,2,1,6,4,2,3,8,7
ENSG000001559,,550,402,360,185,456,597,402,432
ENSG000001560,,7,6,2,9,15,12,18,15
ENSG000001561,,29,10,18,12,36,14,18,16
ENSG000001562,,8,8,6,3,4,6,8,4
ENSG000001563,,1,0,0,0,0,0,0,0
ENSG000001564,,129,158,64,108,148,166,104,129
ENSG000001565,,128,69,79,46,70,40,93,65
ENSG000001566,,10,8,12,11,8,13,15,10
ENSG000001567,,20,9,8,13,23,22,25,24
ENSG000001568,,30,52,82,59,42,26,82,92
ENSG000001569,,3,1,0,2,1,2,1,2
ENSG000001570,,9,11,7,8,3,8,5,3
ENSG000001571,,122,110,86,142,75,101,65,69
ENSG000001572,,1,1,1,1,4,1,0,0
ENSG000001573,,31,29,35,34,29,39,28,31
ENSG000001574,,0,2,1,0,1,4,1,1
ENSG000001575,,109,45,36,23,69,46,40,37
ENSG000001576,,14,28,27,20,24,19,7,36
ENSG000001577,,2,0,1,0,2,0,2,2
ENSG000001578,,262,197,95,167,176,136,171,120
ENSG000001579,,6,1,2,9,3,6,7,4
ENSG000001580,,4,5,7,2,2,10,2,5
ENSG000001581,,27,41,20,46,36,24,32,35
ENSG000001582,,164,188,154,186,105,233,131,137
ENSG000001583,,1,8,2,3,2,3,3,4
ENSG000001584,,26,22,22,15,25,25,11,25
ENSG000001585,,40,47,33,29,40,43,25,36
ENSG000001586,,54,100,83,118,81,105,31,50
ENSG000001587,,35,18,41,21,26,17,27,25
ENSG000001588,,10,9,11,7,11,8,7,9
ENSG000001589,,2,3,2,4,6,4,6,6
ENSG000001590,,39,24,14,8,17,25,24,21
ENSG000001591,,3,3,4,2,2,3,0,7
ENSG000001592,,1,0,0,0,0,0,0,0
ENSG000001593,,45,38,39,59,63,37,44,56
ENSG000001594,,92,101,133,127,170,109,86,207
ENSG000001595,,0,1,0,0,0,1,0,0
ENSG000001596,,1,1,3,4,4,1,1,3
ENSG000001597,,46,104,30,70,63,44,70,53
ENSG000001598,,968,1231,1191,742,1141,1316,1127,953
ENSG000001599,,20,27,31,24,35,60,18,28
ENSG000001600,,4,11,7,1,10,2,5,5
ENSG000001601,,5,16,22,23,13,16,16,13
ENSG000001602,,579,278,343,251,344,314,284,393
ENSG000001603,,9,4,3,3,0,3,4,3
ENSG000001604,,6,4,4,8,6,2,3,1
ENSG000001605,,6,4,6,7,4,6,6,9
ENSG000001606,,2,2,2,3,1,3,2,2
ENSG000001607,,53,25,27,28,24,19,21,25
ENSG000001608,,546,409,430,875,567,683,485,477
ENSG000001609,,31,25,7,31,87,29,37,14
ENSG000001610,,16,12,8,9,15,12,11,8
ENSG000001611,,12,17,14,13,4,12,19,12
ENSG000001612,,1,1,0,2,1,1,1,0
ENSG000001613,,94,158,87,125,114,126,136,119
ENSG000001614,,18,21,14,15,20,14,16,12
ENSG000001615,,12,21,7,18,15,13,13,11
ENSG000001616,,12982,13826,19558,10119,9446,15694,11979,15030
ENSG000001617,,28,46,53,33,48,17,27,26
ENSG000001618,,3,4,4,4,5,9,4,4
ENSG000001619,,10,16,8,9,8,6,11,3
ENSG000001620,,212,236,323,116,194,253,294,179
ENSG000001621,,26,30,20,25,17,16,25,15
ENSG000001622,,1,2,1,2,1,2,0,1
ENSG000001623,,140,113,36,101,87,53,193,130
ENSG000001624,,6,7,7,1,5,6,8,3
ENSG000001625,,512,1001,396,574,1082,808,812,499
ENSG000001626,,110,140,104,202,236,206,153,248
ENSG000001627,,16,12,11,11,7,13,7,8
ENSG000001628,,164,262,182,207,253,195,249,303
ENSG000001629,,38,18,64,23,24,13,29,26
ENSG000001630,,100,57,156,78,122,143,70,88
ENSG000001631,,78,64,60,58,52,94,22,47
ENSG000001632,,6,5,8,4,1,3,2,0
ENSG000001633,,3,1,3,7,5,11,3,6
ENSG000001634,,121,214,126,200,180,170,160,142
